Inquiry_ID,Date,Channel,Category,Department,Root_Cause,Urgency,Response_Hours,Resolution_Hours,Status,CSAT,Repeat_Contact,Current_State_Misrouted,Inquiry_Text
GGU-SIM-00151,09-07-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,High,2,27,Resolved,4,0,0,My myGGU login is not working and I need to check my registration today.
GGU-SIM-00152,14-08-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,4.5,32.8,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-00153,14-09-2025,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Medium,2.3,37.7,Resolved,4,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-00154,10-05-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,2.5,10.3,Resolved,4,0,1,I submitted financial aid documents and want to know if anything else is needed today.
GGU-SIM-00155,11-02-2026,Web Chat,International Student Support,International Student Support,CPT/OPT information,Normal,1.9,41.1,Resolved,3,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-00156,02-11-2025,myGGU/Portal,Academic Advising,Academic Advising,Course selection,Medium,15.8,58.3,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-00157,15-10-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,5.7,28.6,Resolved,3,0,0,I need help understanding a charge on my student account.
GGU-SIM-00158,26-07-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Accommodation documentation,Medium,9.6,16.7,Resolved,4,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-00159,10-04-2026,Phone (logged),Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,6.7,16.6,Resolved,5,0,0,I need information about requesting an academic accommodation.
GGU-SIM-00160,24-01-2026,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Normal,9.7,71.1,Resolved,5,1,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-00161,25-06-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Brightspace/course access,Normal,0.9,6.5,Resolved,4,1,1,I reset my password but I still cannot get into the student portal.
GGU-SIM-00162,31-07-2026,Email,Academic Advising,Academic Advising,Course selection,Medium,3.1,8.9,Resolved,5,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-00163,17-08-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,High,1.6,7.5,Open,,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-00164,08-02-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,High,1.9,13.4,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-00165,05-01-2026,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,7.8,12.6,Resolved,3,0,0,I need help adding a course before the deadline today. Which office should handle this?
GGU-SIM-00166,23-06-2026,Phone (logged),Registration / Records,Registrar's Office,Transcript/record request,Normal,12.3,32.1,Resolved,5,0,1,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00167,02-01-2026,myGGU/Portal,Academic Advising,Academic Advising,Course selection,High,0.9,17,Resolved,3,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-00168,05-09-2025,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,11.9,23,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00169,11-06-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,1.7,16.6,Resolved,5,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-00170,21-03-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Medium,8.9,49.5,Resolved,4,0,1,I need help finding the right student service for my situation.
GGU-SIM-00171,01-05-2026,Phone (logged),Registration / Records,Registrar's Office,Course availability,Normal,6.2,41.7,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00172,01-02-2026,Phone (logged),Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Medium,2.4,50.6,Resolved,4,0,0,I need help understanding a charge on my student account.
GGU-SIM-00173,19-08-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Normal,11.1,26.3,Resolved,5,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-00174,27-05-2026,Email,Academic Advising,Academic Advising,Graduation planning,Medium,6,21.3,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-00175,31-03-2026,Email,Academic Advising,Academic Advising,Course selection,Normal,4.8,22.8,Resolved,4,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-00176,28-05-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,18.7,46.3,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed this week.
GGU-SIM-00177,14-01-2026,Web Chat,International Student Support,International Student Support,International student resource,Medium,11.7,53.7,Resolved,4,0,0,I need guidance on where to ask about CPT or OPT information.
GGU-SIM-00178,20-08-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,5,64.2,Resolved,4,1,1,I need help understanding a charge on my student account.
GGU-SIM-00179,22-03-2026,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,High,8.8,18.5,Resolved,5,1,0,I need an enrollment verification document for an external requirement.
GGU-SIM-00180,19-12-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,2.3,13.2,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-00181,30-05-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,High,4.9,14.2,Resolved,5,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-00182,20-11-2025,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Normal,13.9,33.3,Resolved,3,0,1,I have a temporary condition and want to understand available support options.
GGU-SIM-00183,28-12-2025,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,9.9,61.4,Resolved,5,1,0,I submitted financial aid documents and want to know if anything else is needed today.
GGU-SIM-00184,27-01-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,2.7,14.2,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-00185,08-11-2025,Email,Academic Advising,Academic Advising,Graduation planning,Medium,12,28.5,Resolved,3,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-00186,30-01-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,3.8,37.2,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-00187,11-11-2025,Email,IT / Course Access,IT Help Desk,Password reset,High,0.8,9.5,Resolved,4,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-00188,21-06-2026,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Medium,3.4,19.7,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-00189,27-08-2026,Phone (logged),Career Services,Career Services,Employer/job resource,Medium,6.2,15.7,Resolved,4,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-00190,26-08-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Normal,1.9,12.9,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00191,16-06-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,6,15.7,Resolved,5,0,1,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00192,17-10-2025,Web Chat,Academic Advising,Academic Advising,Graduation planning,Normal,2.7,35.9,Resolved,4,1,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-00193,22-03-2026,Phone (logged),Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Medium,11.2,43.4,Resolved,4,1,0,I submitted financial aid documents and want to know if anything else is needed today.
GGU-SIM-00194,30-04-2026,Phone (logged),IT / Course Access,IT Help Desk,Login/authentication issue,High,5.4,48.6,Resolved,5,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-00195,15-03-2026,Web Chat,Registration / Records,Registrar's Office,Enrollment verification,High,2.7,12.7,Resolved,4,0,1,I requested my transcript and need to know the correct process and status.
GGU-SIM-00196,03-06-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Medium,5.9,26.3,Open,,1,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-00197,31-05-2026,Email,Academic Advising,Academic Advising,Concentration change,Medium,5.8,40.4,Resolved,5,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-00198,12-07-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,High,5,22.4,Resolved,5,0,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-00199,23-09-2025,Email,Registration / Records,Registrar's Office,Enrollment verification,Normal,1.8,16,Resolved,4,1,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00200,22-06-2026,Email,Career Services,Career Services,Employer/job resource,Normal,4.7,26.8,Resolved,4,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-00201,30-06-2026,myGGU/Portal,Academic Advising,Academic Advising,Course selection,High,4.2,18.3,Resolved,4,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-00202,29-03-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,6.9,9.7,Resolved,3,0,0,I need help understanding a charge on my student account.
GGU-SIM-00203,30-09-2025,Web Chat,Academic Advising,Academic Advising,Graduation planning,Medium,4.1,9.8,Resolved,3,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-00204,18-10-2025,myGGU/Portal,International Student Support,International Student Support,International student resource,Normal,12.6,62.4,Resolved,5,0,0,I have a question about my student status documentation and an upcoming deadline tomorrow.
GGU-SIM-00205,14-06-2026,Phone (logged),Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Medium,13.9,51.4,Resolved,4,1,0,I submitted financial aid documents and want to know if anything else is needed soon.
GGU-SIM-00206,04-05-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,1.5,34,Resolved,4,0,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-00207,04-03-2026,Web Chat,Registration / Records,Registrar's Office,Course availability,High,1.2,52.5,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-00208,31-03-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,7.1,35.3,Resolved,5,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-00209,27-12-2025,Phone (logged),IT / Course Access,IT Help Desk,Password reset,Normal,6.4,35.3,Resolved,4,0,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-00210,10-05-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,22.5,35.4,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-00211,18-09-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,Normal,9.8,20.1,Resolved,4,0,1,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-00212,14-07-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,High,0.3,40.6,Resolved,3,0,1,I requested my transcript and need to know the correct process and status.
